gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
HSF4,HGNC:5227,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1347058,viable,increased heart weight|abnormal iris pigmentation|cataract|irregularly shaped pupil|increased circulating alanine transaminase level|abnormal cornea morphology|abnormal lens morphology,-,-,371.057.513.914.657,-145.246.948.653.985,n,omim_disease,"CATARACT 5, MULTIPLE TYPES",dd,"CATARACT 5, MULTIPLE TYPES",definitive,monoallelic_autosomal
HSF5,HGNC:26862,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2685585,viable,male infertility,-,-,463.821.892.393.321,-160.903.498.975.483,n,-,-,-,-,-,-
HSFX1,HGNC:29603,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
HSFX2,HGNC:32701,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
HSFY1,HGNC:18568,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
HSFY2,HGNC:23950,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
ING3,HGNC:14587,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1919027,-,-,-,-,547.309.833.024.119,-555.983.768.438.149,y,-,-,-,-,-,-
INO80,HGNC:26956,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1915392,lethal|subviable,"preweaning lethality, incomplete penetrance|preweaning lethality, complete penetrance",decreased locomotor activity|prolonged QRS complex duration|decreased exploration in new environment|abnormal vocalization|increased aggression|abnormal seminal vesicle morphology,-,814.471.243.042.672,-678.026.832.281.555,y,-,-,-,-,-,-
INO80B,HGNC:13324,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1917270,lethal,"embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance",-,-,37.291.280.148.423,-447.626.199.158.228,n,-,-,-,-,-,-
INO80C,HGNC:26994,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2443014,lethal,"abnormal tail morphology|abnormal embryo size|abnormal hindbrain morphology|embryonic growth retardation|prenatal lethality prior to heart atrial septation|anophthalmia|abnormal heart morphology|preweaning lethality, complete penetrance",increased vertical activity|eye hemorrhage,-,102.040.816.326.531,-456.494.623.161.004,n,-,-,-,-,-,-
INO80D,HGNC:25997,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3027003,subviable,"abnormal embryo size|preweaning lethality, incomplete penetrance|embryonic growth retardation",decreased total retina thickness|increased lean body mass|decreased locomotor activity|abnormal retina outer nuclear layer morphology|decreased total body fat amount,-,463.821.892.393.321,231.884.405.714.978,n,-,-,-,-,-,-
IRF1,HGNC:6116,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96590,viable,-,-,-,371.057.513.914.657,-383.035.425.653.442,n,omim_disease,GASTRIC CANCER|LUNG CANCER,-,-,-,-
IRF2,HGNC:6117,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96591,-,-,-,-,250.463.821.892.393,190.519.939.083.141,n,-,-,-,-,-,-
IRF3,HGNC:6118,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1859179,viable,abnormal heart morphology|small kidney|enlarged lymph nodes|abnormal kidney morphology|small heart,-,-,185.528.756.957.328,159.945.164.740.795,n,omim_disease,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7",-,-,-,-
IRF4,HGNC:6119,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1096873,viable,enlarged lymph nodes|enlarged spleen|abnormal spleen morphology|abnormal thymus morphology|abnormal startle reflex|decreased lymphocyte cell number|enlarged thymus|increased neutrophil cell number|abnormal lymph node morphology|increased spleen weight,-,-,630.797.773.654.917,-139.570.324.549.151,n,omim_disease,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 8",-,-,-,-
IRF5,HGNC:6120,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1350924,lethal|viable,"preweaning lethality, complete penetrance|decreased CD4-positive, alpha-beta memory T cell number|decreased leukocyte cell number",-,-,371.057.513.914.657,-121.680.289.784.219,n,omim_disease,"INFLAMMATORY BOWEL DISEASE 14|SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 10",-,-,-,-
IRF7,HGNC:6122,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1859212,viable,abnormal retina morphology,-,-,185.528.756.957.328,-209.725.902.136.681,n,omim_disease,IMMUNODEFICIENCY 39,-,-,-,-
IRF8,HGNC:5358,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96395,viable,decreased fasting circulating glucose level|increased circulating total protein level|thrombocytopenia|increased mean corpuscular hemoglobin|increased circulating sodium level|decreased circulating free fatty acids level|decreased erythrocyte cell number|increased mean corpuscular volume,-,-,12.987.012.987.013,197.899.319.678.666,n,omim_disease,IMMUNODEFICIENCY 32A|IMMUNODEFICIENCY 32B,-,-,-,-
IRF9,HGNC:6131,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:107587,-,-,-,-,371.057.513.914.657,-684.298.670.914.622,n,omim_disease,"IMMUNODEFICIENCY 65, SUSCEPTIBILITY TO VIRAL INFECTIONS",-,-,-,-
IRX1,HGNC:14358,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1197515,lethal,"preweaning lethality, complete penetrance|embryonic growth retardation|abnormal craniofacial morphology|abnormal abdominal wall morphology|abnormal embryo size",decreased thigmotaxis|decreased locomotor activity,-,927.643.784.786.642,-705.538.052.554.613,n,-,-,-,-,-,-
IRX2,HGNC:14359,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1197526,-,-,-,-,556.586.270.871.985,-104.754.728.222.513,n,-,-,-,-,-,-
IRX3,HGNC:14360,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1197522,viable,abnormal snout morphology|decreased bone mineral content|abnormal cornea morphology|increased grip strength|decreased fasting circulating glucose level,-,-,556.586.270.871.985,-994.243.985.462.598,n,-,-,-,-,-,-
IRX4,HGNC:6129,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1355275,-,-,-,-,0,138.267.712.253.524,n,-,-,-,-,-,-
IRX5,HGNC:14361,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1859086,-,-,-,-,371.057.513.914.657,-185.078.664.145.084,n,omim_disease,HAMAMY SYNDROME,dd,"HYPERTELORISM, SEVERE, WITH MIDFACE PROMINENCE, MYOPIA, INTELLECTUAL DEVELOPMENTAL DISORDER, AND BONE FRAGILITY",strong,biallelic_autosomal
IRX6,HGNC:14675,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1927642,viable,abnormal liver morphology|abnormal coat/hair pigmentation|abnormal skin coloration|abnormal eye morphology|abnormal seminal vesicle morphology|increased hematocrit|increased circulating phosphate level,-,-,371.057.513.914.657,-5.669.188.026.422,n,-,-,-,-,-,-
JUNB,HGNC:6205,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96647,lethal,"abnormal embryo turning|abnormal embryo size|abnormal midbrain development|embryonic growth retardation|preweaning lethality, complete penetrance|abnormal neural tube morphology|abnormal forebrain development|embryonic lethality prior to tooth bud stage|abnormal neural tube closure|abnormal hindbrain development",increased spleen weight,-,13.543.599.257.885,-271.873.853.935.209,n,-,-,-,-,-,-
JUND,HGNC:6206,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96648,-,-,-,-,139.146.567.717.996,-132.610.127.136.179,n,-,-,-,-,-,-
KAT5,HGNC:5275,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1932051,lethal,"embryonic lethality prior to tooth bud stage|embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance",abnormal eye morphology|increased hemoglobin content,-,984.230.055.658.627,-113.342.822.976.011,y,omim_disease,"NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SLEEP DISTURBANCE, AND BRAIN ABNORMALITIES",dd,KAT5-related Neurodevelopmental Syndrome,strong,monoallelic_autosomal
KDM1A,HGNC:29079,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1196256,lethal,"preweaning lethality, complete penetrance",small spleen|decreased grip strength|increased eosinophil cell number|small heart|increased basophil cell number|decreased locomotor activity|small lung|increased mean platelet volume|small kidney|small liver,-,287.569.573.283.859,-172.479.716.659.251,n,omim_disease,"CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES",dd,Developmental delay and distinctive facial features,strong,monoallelic_autosomal
KLF8,HGNC:6351,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2442430,viable,-,-,-,927.643.784.786.642,-426.336.863.706.797,n,-,-,dd,NONSYNDROMIC INTELLECTUAL DEVELOPMENTAL DISORDER,limited,monoallelic_X_het
KLF9,HGNC:1123,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1333856,viable,abnormal heart morphology|enlarged heart,-,-,927.643.784.786.642,-547.189.890.390.949,n,-,-,-,-,-,-
KLF10,HGNC:11810,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1101353,-,-,-,-,139.146.567.717.996,-114.759.022.109.565,n,-,-,-,-,-,-
KLF11,HGNC:11811,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2653368,-,-,-,-,0,-25.133.551.631.567,n,omim_disease,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7",-,-,-,-
KLF12,HGNC:6346,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1333796,-,-,decreased circulating serum albumin level|abnormal retina inner nuclear layer morphology|decreased circulating calcium level|increased cornea thickness,-,0,932.718.428.776.703,n,-,-,-,-,-,-
KLF13,HGNC:13672,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1354948,-,-,-,-,927.643.784.786.642,450.738.138.005.744,n,-,-,-,-,-,-
KLF14,HGNC:23025,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3577024,viable,increased red blood cell distribution width|decreased mean corpuscular hemoglobin|increased circulating alanine transaminase level|increased vertical activity,-,-,278.293.135.435.993,-42.447.608.142.824,n,-,-,-,-,-,-
KLF15,HGNC:14536,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1929988,-,-,-,-,0,23.976.125.114.727,n,-,-,-,-,-,-
KLF16,HGNC:16857,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2153049,subviable,"abnormal embryo size|preweaning lethality, incomplete penetrance",increased mean corpuscular volume|prolonged QRS complex duration|decreased circulating glucose level|increased circulating phosphate level|decreased leukocyte cell number|prolonged QT interval|increased mean corpuscular hemoglobin|decreased circulating total protein level,-,186.456.400.742.115,-34.666.021.257.022,n,-,-,-,-,-,-
KLF17,HGNC:18830,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2181068,viable,-,-,-,102.040.816.326.531,-162.532.812.848.151,n,-,-,-,-,-,-
L3MBTL1,HGNC:15905,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2676663,-,-,-,-,649.350.649.350.649,-157.614.841.108.967,n,-,-,-,-,-,-
LIN28B,HGNC:32207,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3584032,viable,decreased exploration in new environment,-,-,111.317.254.174.397,-453.543.869.547.335,n,-,-,-,-,-,-
LIN54,HGNC:25397,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2140902,-,-,-,-,164.192.949.907.236,-296.213.035.673.434,n,-,-,-,-,-,-
MAFK,HGNC:6782,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:99951,-,-,-,-,148.423.005.565.863,-122.977.469.798.363,n,-,-,-,-,-,-
MBD2,HGNC:6917,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1333813,viable,-,-,-,194.805.194.805.195,-519.224.039.539.413,n,-,-,-,-,-,-
MCRS1,HGNC:6960,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1858420,lethal,"embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance",increased circulating chloride level,-,942.486.085.343.228,-833.124.553.387.933,y,-,-,-,-,-,-
MECP2,HGNC:6990,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:99918,-,-,-,-,0,825.842.642.685.561,n,omim_disease,"ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS|INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 13|INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE|RETT SYNDROME|AUTISM, SUSCEPTIBILITY TO, X-LINKED 3",dd,RETT SYNDROME (RTT)|INTELLECTUAL DEVELOPMENTAL DISORDER SYNDROMIC X-LINKED LUBS TYPE|CHROMOSOME XQ28 DUPLICATION SYNDROME|ENCEPHALOPATHY NEONATAL SEVERE DUE TO MECP2 MUTATIONS,definitive|definitive|definitive|definitive,monoallelic_X_het|monoallelic_X_hem|monoallelic_X_hem|monoallelic_X_hem
MEF2B,HGNC:6995,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:104526,viable,abnormal snout morphology,-,-,222.634.508.348.794,-180.676.352.530.492,n,-,-,-,-,-,-
MEF2D,HGNC:6997,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:99533,-,-,-,-,12.987.012.987.013,-100.347.161.697.719,n,-,-,-,-,-,-
MEIS3,HGNC:29537,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:108519,-,abnormal thymus morphology|abnormal urinary bladder morphology|hyperactivity|enlarged thymus|abnormal spleen morphology|impaired glucose tolerance|decreased lung tissue damping|abnormal eye morphology|small testis|abnormal liver morphology|abnormal tooth color|decreased lung elastance|cystolithiasis|abnormal tooth morphology|decreased heart rate|microphthalmia|small liver|abnormal skin morphology|abnormal seminal vesicle morphology|abnormal testis morphology,-,-,742.115.027.829.314,-125.457.050.760.059,n,-,-,-,-,-,-
MEOX1,HGNC:7013,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:103220,-,-,-,-,927.643.784.786.642,-347.385.415.252.102,n,omim_disease,"KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE",dd,KLIPPEL-FEIL ANOMALY,strong,biallelic_autosomal
MTA1,HGNC:7410,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2150037,-,decreased circulating LDL cholesterol level|abnormal behavior|abnormal bone mineralization|decreased mean corpuscular volume|abnormal skin morphology|increased thermal nociceptive threshold|absent pinna reflex|decreased body weight|abnormal rib morphology|decreased lumbar vertebrae number|decreased sacral vertebrae number|abnormal tail morphology|increased total body fat amount|trunk curl|abnormal skin pigmentation|increased lean body mass|decreased caudal vertebrae number,decreased caudal vertebrae number|decreased body weight|decreased lumbar vertebrae number|decreased sacral vertebrae number,-,0,-545.993.036.540.722,n,-,-,-,-,-,-
MTA2,HGNC:7411,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1346340,-,-,-,-,714.285.714.285.714,-231.472.193.993.793,n,-,-,-,-,-,-
MTA3,HGNC:23784,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2151172,-,increased circulating alkaline phosphatase level,trunk curl|decreased hemoglobin content|increased body weight|increased circulating creatinine level,-,185.528.756.957.328,31.369.933.079.789,n,-,-,-,-,-,-
MYBBP1A,HGNC:7546,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106181,lethal,"preweaning lethality, complete penetrance",increased hemoglobin content|increased circulating alkaline phosphatase level|thrombocytosis|increased erythrocyte cell number|increased startle reflex|increased circulating sodium level|increased hematocrit,-,842.300.556.586.271,-727.195.875.157.369,y,-,-,-,-,-,-
MYBL1,HGNC:7547,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:99925,-,-,-,-,834.879.406.307.978,471.431.306.431.848,n,-,-,-,-,-,-
MYCL,HGNC:7555,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:96799,-,-,-,-,371.057.513.914.657,-436.456.118.061.715,n,-,-,-,-,-,-
MYO1C,HGNC:7597,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106612,-,-,-,-,185.528.756.957.328,-256.558.584.150.597,n,-,-,-,-,-,-
MYOD1,HGNC:7611,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97275,-,-,-,-,111.317.254.174.397,-488.870.618.840.605,n,omim_disease,"MYOPATHY, CONGENITAL, WITH DIAPHRAGMATIC DEFECTS, RESPIRATORY INSUFFICIENCY, AND DYSMORPHIC FACIES",-,-,-,-
NANOGNB,HGNC:24958,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,927.643.784.786.642,-30.603.798.860.147,n,-,-,-,-,-,-
NANOGP8,HGNC:23106,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
NEUROD6,HGNC:13804,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106593,-,-,-,-,0,635.726.375.909.691,n,-,-,-,-,-,-
NFATC2,HGNC:7776,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:102463,-,-,-,-,742.115.027.829.314,101.245.347.528.656,n,omim_disease,"JOINT CONTRACTURES, OSTEOCHONDROMAS, AND B-CELL LYMPHOMA",-,-,-,-
NFATC4,HGNC:7778,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1920431,viable,increased heart weight|decreased fasting circulating glucose level|increased circulating sodium level,-,-,0,-420.625.593.303.312,n,-,-,-,-,-,-
NFRKB,HGNC:7802,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2442410,-,-,-,-,462.894.248.608.534,-489.920.504.582.618,n,-,-,-,-,-,-
NKX1-1,HGNC:24975,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:109346,-,-,-,-,NA,NA,-,-,-,-,-,-,-
NKX1-2,HGNC:31652,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:104806,-,-,-,-,927.643.784.786.642,-909.975.776.782.287,n,-,-,-,-,-,-
NKX2-4,HGNC:7837,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97349,-,-,-,-,463.821.892.393.321,117.168.063.034.831,n,-,-,-,-,-,-
NKX2-6,HGNC:32940,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97351,-,increased circulating alanine transaminase level|increased circulating potassium level,-,-,NA,NA,-,omim_disease,CONOTRUNCAL HEART MALFORMATIONS,-,-,-,-
NKX2-8,HGNC:16364,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1270158,-,-,-,-,185.528.756.957.328,-140.429.125.752.415,n,-,-,-,-,-,-
NKX3-1,HGNC:7838,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97352,-,-,-,-,0,-244.428.543.074.775,n,-,-,-,-,-,-
OLIG1,HGNC:16983,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1355334,-,hyperactivity|decreased circulating phosphate level,-,-,278.293.135.435.993,-403.316.136.261.594,n,-,-,-,-,-,-
PAX1,HGNC:8615,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97485,-,-,-,-,0,-238.778.117.237.254,n,omim_disease,"OTOFACIOCERVICAL SYNDROME 2, WITH T-CELL DEFICIENCY",dd,OTOFACIOCERVICAL SYNDROME,strong,biallelic_autosomal
PBRM1,HGNC:30064,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1923998,lethal,"preweaning lethality, complete penetrance",decreased circulating creatinine level|abnormal gait|abnormal kidney morphology|increased mean platelet volume|decreased prepulse inhibition,-,343.228.200.371.058,-134.419.293.701.798,n,omim_disease,"RENAL CELL CARCINOMA, NONPAPILLARY",-,-,-,-
PHF10,HGNC:18250,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1919307,lethal,"preweaning lethality, complete penetrance",-,-,12.987.012.987.013,180.191.225.308.711,n,-,-,-,-,-,-
PITX3,HGNC:9006,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1100498,viable,increased grip strength|anophthalmia|increased body temperature|decreased body weight|hyperactivity|abnormal bone structure|decreased locomotor activity|increased coping response|abnormal motor learning|abnormal motor coordination/balance|decreased vertical activity|abnormal sleep behavior|increased fasting circulating glucose level|decreased exploration in new environment|decreased circulating triglyceride level|increased heart rate|shortened ST segment,-,-,185.528.756.957.328,-71.954.352.916.961,n,omim_disease,"ANTERIOR SEGMENT DYSGENESIS 1|CATARACT 11, MULTIPLE TYPES",dd,ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS,definitive,monoallelic_autosomal
POLE3,HGNC:13546,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1933378,-,-,increased grip strength,-,175.324.675.324.675,-298.064.233.464.385,n,-,-,-,-,-,-
POU1F1,HGNC:9210,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97588,subviable,"preweaning lethality, complete penetrance|preweaning lethality, incomplete penetrance",-,-,371.057.513.914.657,-306.412.515.529.263,n,omim_disease,"PITUITARY HORMONE DEFICIENCY, COMBINED OR ISOLATED, 1",dd,POU1F1-RELATED COMBINED PITUITARY HORMONE DEFICIENCY,definitive,biallelic_autosomal
POU2AF1,HGNC:9211,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:105086,viable,decreased lymphocyte cell number|increased neutrophil cell number|decreased spleen weight|decreased leukocyte cell number,-,-,38.961.038.961.039,-683.587.366.726.048,n,-,-,-,-,-,-
POU3F4,HGNC:9217,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:101894,-,-,-,-,0,105.413.657.102.191,n,omim_disease,"DEAFNESS, X-LINKED 2",-,-,-,-
POU4F2,HGNC:9219,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:102524,-,-,-,-,0,-524.023.478.591.682,n,-,-,-,-,-,-
POU4F3,HGNC:9220,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:102523,-,-,-,-,0,769.550.349.939.526,n,-,-,-,-,-,-
POU5F1B,HGNC:9223,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,360.853.432.282.004,-434.427.832.224.317,n,-,-,-,-,-,-
POU5F2,HGNC:26367,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1922757,-,-,-,-,927.643.784.786.642,-86.016.124.987.365,n,-,-,-,-,-,-
POU6F1,HGNC:9224,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:102935,-,-,-,-,463.821.892.393.321,-132.251.836.669.703,n,-,-,-,-,-,-
POU6F2,HGNC:21694,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2443631,-,-,-,-,0,402.948.565.302.633,n,omim_disease,WILMS TUMOR 5,-,-,-,-
PRDM2,HGNC:9347,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:107628,viable,increased eosinophil cell number|increased mean corpuscular hemoglobin concentration|increased mean corpuscular hemoglobin|increased basophil cell number|increased circulating creatinine level|decreased hematocrit|increased grip strength,-,-,0,779.762.944.172.261,n,-,-,-,-,-,-
PRDM4,HGNC:9348,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1920093,viable,abnormal iris morphology|decreased total body fat amount|microphthalmia|impaired glucose tolerance|enlarged urinary bladder|abnormal heart left ventricle morphology|increased lean body mass|increased circulating amylase level|absent spleen|increased cardiac muscle contractility|abnormal cornea morphology|abnormal gait|thick ventricular wall,-,-,927.643.784.786.642,123.285.829.078.376,n,-,-,-,-,-,-
PRDM5,HGNC:9349,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1918029,viable,abnormal skin morphology|hyperplasia|dysplasia|decreased exploration in new environment|abnormal optic disk morphology|abnormal auditory brainstem response|fibro-osseous lesion|small testis,-,-,0,667.439.304.995.999,n,omim_disease,BRITTLE CORNEA SYNDROME 2,-,-,-,-
PRDM6,HGNC:9350,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2684938,-,-,-,-,0,622.394.957.061.823,n,omim_disease,PATENT DUCTUS ARTERIOSUS 3,dd,Isolated Nonsyndromic Patent Ductus Arteriosus.,limited,monoallelic_autosomal
PRDM8,HGNC:13993,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1924880,viable,increased freezing behavior|decreased locomotor activity|abnormal heart left ventricle morphology|impaired glucose tolerance|hyperactivity|abnormal heart morphology|enlarged uterus|abnormal uterus morphology|increased lung elastance|increased airway resistance|abnormal thymus morphology|small heart|increased anxiety-related response|increased circulating sodium level|decreased body weight|abnormal inspiratory capacity|enlarged thymus|increased heart rate,increased prepulse inhibition|abnormal tooth morphology|increased airway resistance|abnormal spleen morphology|abnormal thymus morphology|small spleen|enlarged thymus|abnormal skin morphology|abnormal seminal vesicle morphology,-,927.643.784.786.642,-357.449.436.220.729,n,omim_disease,"EPILEPSY, PROGRESSIVE MYOCLONIC, 10",-,-,-,-
PRDM9,HGNC:13994,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,760.842.862.811.007,n,-,-,-,-,-,-
PRDM10,HGNC:13995,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2682952,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage",decreased grip strength|decreased total body fat amount|increased lean body mass|decreased bone mineral content,-,763.450.834.879.406,-672.838.086.607.609,y,-,-,-,-,-,-
PRDM12,HGNC:13997,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2685844,lethal,"preweaning lethality, complete penetrance",abnormal embryo size|shortened QRS complex duration|decreased locomotor activity|increased circulating cholesterol level|decreased exploration in new environment,-,927.643.784.786.642,-731.596.275.645.123,n,omim_disease,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII",dd,HEREDITARY SENSORY & AUTONOMIC NEUROPATHY TYPE VIII,definitive,biallelic_autosomal
